	id	label	tweet
5950	5951	1	          man comes   last     race   he   declared   winner putinschoice putinspuppet retweet 
5954	5955	1	  french try   stone amp kill indians   quebec  criminal      
5958	5959	1	holiday fun socially relevant podcast celebrates  bewitched xmas ep   
5966	5967	1	nazi swastika ebay trump donaldtrump republicwhitepower  
5971	5972	1	  idiot makes   blood boil  pig liar 
5977	5978	1	please   stop 
6006	6007	1	      forbidden   write  blacks     restaurant bill   ok   wear     shi saying kill   whites dzange capetown 
6015	6016	1	moviemad indians challenged   rewrite sexist bollywood songs movie indians challenged rewrite  
6021	6022	1	   trumpsamerica    empowerd  fowoh  mother after arrest  via 
6043	6044	1	caturday     truly stand   equality   none   these     acceptable   
6045	6046	1	  countdown till these assholes   gone  obama   moron creepy uncle joe bye bye  scum 
6048	6049	1	 thanks     those  dead white dudes   europe  aint   nigga   da list blm rapechucktodd 
6058	6059	1	like   know       buy pot     local drug store  marijuana unleashed   ibooks  
6064	6065	1	 man sees   wearing manchester united hoodie       fan    yes  man     sure     even know one player
6067	6068	1	no liberal believes         pay   inclusivity   believes   equality     anywhere       tra 
6074	6075	1	 never   content   sit back   watch   others rights   trampled     rights could   next iqg  
6102	6103	1	    altright promote   new kind    genetics  mt   
6103	6104	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
6110	6111	1	 allahsoil   cold war   also fought over oil   teambts teamsuperjunior 
6164	6165	1	bluelivesmatter  woke manspreading   okay   ifyourenotwhiteyourenotracist
6167	6168	1	  sea shepherd suppoers   racist  seashepherd    antiracism
6169	6170	1	  look     repug gop pay bigots     
6180	6181	1	   womens facility   program  cool  empowering    mens facility   program  gay   misogynistic  doublestan
6193	6194	1	damn shes bold kentucky jcpenny mexicans bitchesbelike   
6207	6208	1	        next klan meeting   wife   white amp   proud   her amp   love     each others gift   
6217	6218	1	cleveland police union overwhelmingly endorses trump   president  cleveland ohio    cops   white ltlt
6224	6225	1	   sums       voted   brexit      littleenglander syndrome   sovereignty   democracy   
6240	6241	1	mustread education against  amp stereotypes       
6246	6247	1	 bigot carl paladino  ally wishes obama dead   mad cow disease     trumpproofamerica
6261	6262	1	sikh temple vandalised     calgary wso condemns  act  
6305	6306	1	 tell   jeffery beauregard    quit foolin around   come pick     hood amp sheets   saturda 
6323	6324	1	wahhhh  white ppl   allowed           fuck   rich     care  
6332	6333	1	 please   forget       word        binds these men     never ignore   excuse   
6336	6337	1	makes   sick    ovr  yrs idolized george bailey    uspoli choose potter  greed  lies misogyny  learned   fail
6353	6354	1	  let   bigot skate     true record    
6379	6380	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
6389	6390	1	    waiter asks    he     eat   plate aswell 
6392	6393	1	  climatechange denial fascism antiegalitarianism narcissism trump 
6402	6403	1	atk porn pics  representations   women   mens alcohol ads 
6447	6448	1	  miami officers fired over target practice jokes policebrutality  newswithed 
6486	6487	1	     vote      animal trumps america no fat chicks  
6500	6501	1	check out   flyer   trump yay titties question         bring   own pussy   grab     pussy   
6518	6519	1	  while      phrases like sandniggers   acceptable    hm     
6537	6538	1	  know uskkk gb msm media amp    less racist    crazybengiefbps     wog   should     nut
6574	6575	1	    own team     new mc  amp show   phillysuppophilly amp combat  
6591	6592	1	fantastic video   buzzfeeds hate   men   manhate
6599	6600	1	  makes    please let   know 
6613	6614	1	shot   racism shot  disparo trompas trumpas migitorio entreteiment 
6620	6621	1	  hatecrime against sikh community   calgary
6634	6635	1	patriotwatch  projection  auspol rwnj upf   cult cultism projection springst  straya
6639	6640	1	   misogyny   alive   well     left  never let them tell       
6648	6649	1	      lady         voice opinion       scared   speak   mind wait      amp against 
6661	6662	1	    hispanic    like      stomping     listen  retweet boricua 
6672	6673	1	      years   mostly arrogant abusive discriminating amp even  dutch drs   leave     die
6675	6676	1	 ends      hopeful message against      music industry  via 
6713	6714	1	nigger pattismith book wtf thats  reich 
6723	6724	1	 iniwantto work   seeing naming   dismantling   own others   systems  whiteprivilege privilege   white
6727	6728	1	two bots one girl     tcot   feminism  sjw sjwlogic
6741	6742	1	 scatter joy may   blessampkeep shine     gracious look kindly toward one another let us   love     
6756	6757	1	 deafed community look   rethinkdiscipline  ableism audism stpp massincarceration deafinprison decriminaliz
6794	6795	1	no liberal believes         pay   inclusivity   believes   equality     anywhere     train 
6797	6798	1	     year old man still young enough   teach him about sexism           about women  help
6803	6804	1	 whining women       much harder   men cause   
6808	6809	1	  carl palladino unfit       buffalo school board   resign
6810	6811	1	council staff     instructed     anc   go slow   make   da look bad     exposed   few weeks ago 
6820	6821	1	emma stone   hollywood  theyve given   jokes away   male costars  via 
6826	6827	1	   comments   reflections   ignorance         
6836	6837	1	clearly   humour attempt   liberal media   undermine trump racebaiting   work trump        
6859	6860	1	   less jacobmarley   potter  seems   end evil misogynist  narrow   hole wins george bailey epic
6882	6883	1	nick cannon speaks out against   systemic      via  alllivesmatter unbornlivesmatter
6908	6909	1	        peotus willing   complain abt   defeated opponent amp pay well after election over         
6951	6952	1	newyearseve factophobia ale   people        following words islamophobia  feminism culturalenrichment
6993	6994	1	caroline     racebaiting  gt  lt hating   trumps wife    
6996	6997	1	   congrats tucker   came off exactly       childish  paisanhack
6998	6999	1	  those opposed    negligence hatred injustice climatecrimes ecocide   let trump know   agenda 
7003	7004	1	       met him   would drop   pos right   he stood    nothing     crapsac 
7021	7022	1	      jews plan   doing   work   god without god  matthew    they   call him immanuel whic 
7043	7044	1	 jcpenny  ranting   no one no one   line   anything silence   complicity   racism speak   pe 
7062	7063	1	    believe   they   show blazing saddles   tv any         lead actor     black man thats 
7063	7064	1	    mexican   language dude   obvious   back trump he   he loves   uneducated  bigot trumpworld
7085	7086	1	happy new year white people elected    president   treats women like crap     biher disrespectful kkk suppoed white devil
7109	7110	1	              truth reality
7113	7114	1	     believe   keep    like      spokesperson     loser company    
7131	7132	1	white fragility       hard   talk   white people about  
7145	7146	1	    deafening silence   antiracist activists regarding    porn   hard   comprehend  htt
7156	7157	1	  tonight   cologne proudly presented   goverment police  media     big staging going    
7167	7168	1	  cambersands deaths blamed   victims culture   council   about paying lifeguards    wow 
7172	7173	1	   marxist evil jew propoganda       jew controlled media   never   never   cite any non white grou 
7177	7178	1	 allahsoil like   religions islam     strong unifying force      teambts 
7187	7188	1	mustread education against  amp stereotypes      
7194	7195	1	ouuh fuck        bustymilf   
7215	7216	1	  might     libtard   libtard  sjw liberal politics 
7227	7228	1	heres     combat violent extremism      white nationalist   came   dinner  
7243	7244	1	pathetic fallacy infantile      case anyone wondered whether      brain     proo 
7261	7262	1	michelleobama     most hated women   america today get   facts straight   her   her  oprah
7267	7268	1	      refer   everyone else   racist simple theyre projecting   intolerance 
7276	7277	1	 white people   nothing         nigga     one sick horrible person sadly     
7281	7282	1	dear         asshole please go fuck yourself 
7283	7284	1	    propaganda   palestine    time videos       properly stab   jew  standwithisrael 
7304	7305	1	mizzou body cam reveals black students threatening white frat boys  
7325	7326	1	 allahsoil vps   multimillion dollar bonuses while average americans lost   homes  
7379	7380	1	 no   doesnt germans even fascists rape       should  help   
7383	7384	1	     year    
7401	7402	1	   might     libtard   libtard  sjw liberal politics 
7415	7416	1	rohingya muslims toured    officials     myanmars    her rul 
7420	7421	1	       gonna suck  no one   anything         shitfest rapist trumpuniversity 
7428	7429	1	 pastor maimane   respond   thatzille     boss   she literally   himhe   kiss   job goodbye shou 
7441	7442	1	   askingoh     course black people     racist   belief       superior     definition   
7442	7443	1	   win douchelord      year good work dickhole douchebag asshole yousuck mysoginist bigot  fear
7449	7450	1	 allahsoil stones   humans   different     gravity theres no difference    em
7457	7458	1	 racial profiling      cologne   disgusting  
